order_id,supplier_id,distance_km,transport_mode,order_quantity,warehouse_load,season,delay_history,lead_time_days
5967,S24,1267,Ship,752,0.76,Peak,0.46,25
5968,S35,441,Truck,2546,0.14,Normal,0.22,15
5969,S10,1300,Air,469,0.35,Monsoon,0.58,78
5970,S46,932,Air,3801,0.24,Normal,0.52,55
5971,S6,761,Air,4644,0.94,Normal,0.23,48
5972,S46,629,Air,1924,0.15,Normal,0.24,38
5973,S35,1095,Ship,4275,0.65,Normal,0.26,20
5974,S10,138,Train,1515,0.89,Peak,0.31,14
5975,S48,76,Air,4500,0.8,Peak,0.02,12
5976,S17,1337,Train,2110,0.9,Normal,0.45,30
5977,S43,1424,Truck,2552,0.92,Peak,0.02,38
5978,S25,876,Ship,2231,0.39,Peak,0.56,20
5979,S2,1302,Ship,227,0.91,Normal,0.02,20
5980,S16,880,Ship,3267,0.51,Peak,0.18,16
5981,S28,1284,Truck,1202,0.75,Monsoon,0.03,34
5982,S50,1129,Ship,2804,0.31,Normal,0.2,17
5983,S4,251,Air,727,0.26,Monsoon,0.21,19
5984,S5,807,Air,3073,0.57,Peak,0.27,51
5985,S5,1913,Ship,926,0.21,Normal,0.36,26
5986,S17,1151,Train,1392,0.91,Peak,0.12,28
5987,S35,1049,Truck,2688,0.64,Monsoon,0.47,34
5988,S37,959,Air,1848,0.24,Normal,0.14,52
5989,S6,1308,Ship,4164,0.77,Peak,0.1,22
5990,S12,212,Truck,1377,0.82,Monsoon,0.31,16
5991,S13,1137,Air,1815,0.75,Peak,0.28,67
5992,S14,471,Truck,1516,0.39,Monsoon,0.48,22
5993,S44,1030,Air,2021,0.86,Normal,0.28,61
5994,S32,156,Truck,3114,0.58,Normal,0.2,9
5995,S3,1834,Ship,3961,0.87,Monsoon,0.12,29
5996,S15,282,Train,1008,0.75,Monsoon,0.41,15
5997,S46,1525,Air,2295,0.11,Peak,0.54,87
5998,S4,1195,Truck,3970,0.8,Monsoon,0.3,36
5999,S45,747,Ship,1840,0.45,Normal,0.51,15
6000,S39,71,Ship,1129,0.28,Normal,0.33,8
6001,S7,594,Air,2100,0.31,Peak,0.25,37
6002,S50,713,Air,1052,0.19,Normal,0.29,41
6003,S23,905,Truck,1718,0.71,Peak,0.31,28
6004,S34,1345,Air,3306,0.75,Peak,0.58,80
6005,S46,1592,Ship,353,0.94,Monsoon,0.08,26
6006,S24,1839,Ship,3652,0.21,Monsoon,0.06,26
6007,S47,1836,Ship,4419,0.36,Monsoon,0.5,30
6008,S7,1197,Ship,817,0.67,Peak,0.25,22
6009,S16,835,Ship,3035,0.82,Normal,0.4,18
6010,S1,628,Truck,4825,0.56,Monsoon,0.52,26
6011,S12,708,Train,4274,0.32,Normal,0.24,18
6012,S23,1610,Train,144,0.9,Monsoon,0.01,35
6013,S36,1998,Truck,901,0.71,Monsoon,0.24,51
6014,S33,1820,Truck,2048,0.9,Monsoon,0.06,47
6015,S24,387,Train,709,0.37,Peak,0.24,14
6016,S28,403,Truck,2673,0.48,Normal,0.32,18
6017,S11,71,Air,3173,0.43,Normal,0.43,12
6018,S23,691,Train,4976,0.74,Monsoon,0.32,21
6019,S37,753,Air,2172,0.9,Normal,0.14,47
6020,S18,68,Train,2274,0.11,Normal,0.3,7
6021,S30,871,Truck,200,0.16,Peak,0.17,22
6022,S6,1257,Truck,3692,0.42,Monsoon,0.36,36
6023,S42,792,Air,1550,0.96,Monsoon,0.38,54
6024,S36,1781,Ship,2710,0.6,Monsoon,0.28,28
6025,S25,1576,Ship,3729,0.69,Normal,0.48,25
6026,S18,1116,Air,466,0.54,Monsoon,0.18,67
6027,S49,1636,Truck,4522,0.13,Monsoon,0.08,39
6028,S49,114,Truck,3865,0.46,Peak,0.53,13
6029,S37,1182,Truck,3841,0.61,Peak,0.12,32
6030,S49,788,Truck,3374,0.99,Monsoon,0.42,29
6031,S47,1208,Air,880,0.7,Normal,0.43,69
6032,S38,1168,Train,4298,0.5,Peak,0.52,29
6033,S16,306,Truck,4031,0.34,Normal,0.02,8
6034,S25,1867,Train,3507,0.41,Peak,0.4,38
6035,S39,842,Train,3863,0.92,Monsoon,0.21,24
6036,S8,369,Air,1120,0.63,Peak,0.09,24
6037,S11,909,Truck,4522,0.83,Monsoon,0.25,30
6038,S43,516,Ship,2734,0.59,Monsoon,0.56,18
6039,S11,456,Air,3145,0.32,Peak,0.04,29
6040,S21,897,Train,1081,0.59,Peak,0.14,22
6041,S4,817,Ship,2438,0.43,Peak,0.56,19
6042,S38,1393,Truck,2590,0.18,Peak,0.22,34
6043,S24,1320,Air,2866,0.9,Peak,0.44,80
6044,S28,1222,Ship,4623,0.51,Monsoon,0.23,22
6045,S23,401,Ship,4338,0.51,Peak,0.49,14
6046,S10,237,Ship,4761,0.53,Peak,0.41,14
6047,S44,1353,Ship,1850,0.14,Peak,0.48,22
6048,S23,143,Truck,2701,0.81,Normal,0.45,12
6049,S21,588,Truck,3299,0.81,Normal,0.53,22
6050,S9,1587,Air,4455,0.66,Normal,0.59,90
6051,S6,1758,Train,212,0.1,Monsoon,0.5,38
6052,S34,1717,Ship,949,0.69,Normal,0.16,24
6053,S2,24,Train,649,0.36,Normal,0.34,6
6054,S48,1910,Train,2827,0.72,Monsoon,0.29,42
6055,S10,1060,Truck,2866,0.36,Normal,0.58,33
6056,S6,1019,Train,4549,0.41,Normal,0.04,20
6057,S18,599,Truck,2149,0.53,Monsoon,0.1,22
6058,S25,641,Truck,4187,0.24,Monsoon,0.3,23
6059,S46,830,Air,911,0.12,Peak,0.57,53
6060,S29,1932,Truck,3599,0.82,Peak,0.51,52
6061,S38,920,Air,4321,0.23,Monsoon,0.48,56
6062,S45,383,Ship,1310,0.38,Monsoon,0.38,14
6063,S6,279,Air,255,0.12,Monsoon,0.44,21
6064,S33,1259,Air,1530,0.15,Monsoon,0.11,69
6065,S9,703,Air,320,0.67,Monsoon,0.22,45
6066,S16,1897,Air,95,0.73,Monsoon,0.33,106
6067,S26,1421,Ship,1820,0.66,Peak,0.38,25
6068,S23,1212,Train,2965,0.36,Normal,0.46,25
6069,S27,1144,Truck,2947,0.73,Normal,0.48,34
6070,S33,887,Train,4476,0.39,Peak,0.41,23
6071,S41,1810,Air,1496,0.63,Monsoon,0.5,104
6072,S27,1727,Truck,3343,0.49,Monsoon,0.03,45
6073,S13,579,Air,3874,0.87,Normal,0.2,37
6074,S15,512,Train,191,0.72,Monsoon,0.21,20
6075,S1,325,Truck,2012,0.26,Peak,0.33,15
6076,S30,1660,Ship,1604,0.81,Monsoon,0.53,31
6077,S42,379,Air,1274,0.34,Normal,0.31,26
6078,S13,1791,Air,412,0.82,Peak,0.59,103
6079,S35,879,Ship,1001,0.72,Monsoon,0.47,20
6080,S50,178,Truck,202,0.84,Monsoon,0.55,18
6081,S1,1519,Ship,1994,0.89,Peak,0.5,28
6082,S12,1184,Air,3223,1.0,Monsoon,0.33,72
6083,S43,698,Ship,206,0.98,Monsoon,0.27,22
6084,S46,1519,Air,1187,0.69,Monsoon,0.19,86
6085,S7,1154,Truck,3025,0.54,Normal,0.25,30
6086,S39,1546,Ship,2274,0.35,Monsoon,0.15,22
6087,S15,641,Truck,4031,0.41,Monsoon,0.58,25
6088,S34,137,Ship,2778,0.66,Normal,0.22,9
6089,S12,1247,Ship,4068,0.82,Monsoon,0.17,23
6090,S12,1705,Air,3991,0.2,Peak,0.1,91
6091,S47,1060,Ship,4639,0.69,Normal,0.01,17
6092,S38,844,Train,3385,0.94,Peak,0.01,22
6093,S39,235,Train,3465,0.69,Monsoon,0.27,12
6094,S38,1331,Air,4727,0.28,Normal,0.12,72
6095,S41,1981,Air,4885,0.61,Normal,0.09,107
6096,S33,781,Truck,71,0.9,Peak,0.52,30
6097,S1,1048,Train,2512,0.24,Monsoon,0.14,23
6098,S6,557,Ship,2265,0.55,Monsoon,0.1,15
6099,S2,1332,Truck,976,0.53,Peak,0.45,36
6100,S37,1873,Train,305,0.94,Normal,0.39,40
6101,S18,47,Air,1272,0.34,Monsoon,0.36,12
6102,S1,1937,Truck,124,0.95,Monsoon,0.23,51
6103,S49,1269,Ship,1225,0.4,Normal,0.12,16
6104,S15,1314,Train,107,0.92,Peak,0.0,27
6105,S31,979,Ship,4142,0.36,Monsoon,0.51,20
6106,S19,1310,Truck,3513,0.78,Normal,0.13,36
6107,S19,1981,Train,374,0.19,Monsoon,0.37,38
6108,S43,1436,Train,523,0.41,Peak,0.55,32
6109,S36,237,Ship,4417,0.49,Peak,0.19,13
6110,S47,807,Train,4167,0.36,Monsoon,0.34,23
6111,S13,1344,Train,4091,0.26,Normal,0.09,24
6112,S23,653,Air,1739,0.34,Monsoon,0.14,41
6113,S50,804,Train,3416,0.84,Normal,0.39,22
6114,S46,645,Ship,2980,0.58,Peak,0.04,11
6115,S9,12,Ship,1094,0.88,Normal,0.59,13
6116,S4,63,Train,3851,0.39,Monsoon,0.57,14
6117,S44,611,Air,344,0.13,Peak,0.36,37
6118,S33,488,Ship,1118,0.89,Peak,0.29,16
6119,S16,1961,Air,3981,0.78,Monsoon,0.38,110
6120,S5,218,Truck,4880,0.37,Peak,0.2,11
6121,S25,1125,Air,2578,0.97,Monsoon,0.36,68
6122,S19,799,Ship,1629,0.16,Normal,0.32,14
6123,S20,1916,Ship,2836,0.22,Normal,0.09,23
6124,S20,1022,Truck,602,0.87,Normal,0.49,31
6125,S28,1671,Truck,4742,0.77,Peak,0.14,42
6126,S8,1378,Air,452,0.27,Peak,0.12,74
6127,S38,146,Air,4219,0.42,Peak,0.19,15
6128,S11,197,Air,670,0.38,Normal,0.32,17
6129,S27,1427,Truck,1547,0.35,Peak,0.14,36
6130,S13,36,Truck,2081,0.12,Peak,0.39,9
6131,S43,768,Ship,2975,0.32,Normal,0.14,14
6132,S8,1237,Ship,3780,0.36,Normal,0.13,17
6133,S43,238,Ship,3869,0.74,Monsoon,0.56,16
6134,S15,823,Truck,2244,0.81,Normal,0.33,27
6135,S1,1314,Air,2477,0.8,Normal,0.4,75
6136,S15,813,Ship,4957,0.62,Normal,0.09,14
6137,S13,988,Truck,3718,0.27,Normal,0.31,25
6138,S48,1956,Air,2762,0.9,Normal,0.04,105
6139,S28,1507,Air,1685,0.68,Normal,0.06,82
6140,S45,352,Train,1392,0.88,Peak,0.31,17
6141,S26,1006,Truck,3277,0.27,Monsoon,0.23,29
6142,S39,1119,Train,598,0.7,Monsoon,0.5,30
6143,S42,1538,Train,3052,0.59,Normal,0.34,31
6144,S23,683,Train,2826,0.8,Monsoon,0.31,21
6145,S32,1153,Train,3810,0.86,Normal,0.31,27
6146,S3,1426,Train,1475,0.71,Normal,0.04,27
6147,S24,1516,Train,3651,0.47,Monsoon,0.05,30
6148,S41,1132,Truck,661,0.98,Normal,0.56,34
6149,S39,883,Ship,215,0.38,Monsoon,0.03,15
6150,S46,378,Ship,3575,0.32,Monsoon,0.03,10
6151,S48,361,Truck,2232,0.9,Normal,0.03,12
6152,S15,938,Ship,4599,0.29,Peak,0.35,17
6153,S32,193,Train,1853,0.56,Normal,0.13,9
6154,S19,326,Train,3384,0.86,Normal,0.35,15
6155,S6,1681,Ship,3656,0.84,Peak,0.39,29
6156,S12,294,Train,2938,0.71,Peak,0.23,14
6157,S6,881,Ship,4108,0.77,Peak,0.46,20
6158,S7,62,Ship,4504,0.92,Monsoon,0.41,14
6159,S19,1137,Truck,539,0.18,Normal,0.1,28
6160,S20,192,Truck,4967,0.43,Monsoon,0.44,16
6161,S19,511,Truck,913,0.16,Peak,0.27,18
6162,S39,10,Truck,1376,0.76,Normal,0.29,10
6163,S24,1756,Ship,1114,0.64,Peak,0.49,29
6164,S2,511,Truck,4422,0.29,Monsoon,0.3,22
6165,S18,956,Air,4149,0.78,Peak,0.21,59
6166,S13,1475,Train,598,0.54,Peak,0.57,35
6167,S36,1498,Ship,2481,0.14,Monsoon,0.04,22
6168,S46,780,Truck,2890,0.49,Monsoon,0.13,22
6169,S38,16,Train,1469,0.22,Normal,0.21,5
6170,S12,1162,Air,431,0.88,Normal,0.54,73
6171,S45,1000,Ship,4523,0.61,Peak,0.01,19
6172,S18,1310,Truck,255,0.94,Monsoon,0.4,41
6173,S44,1065,Truck,917,0.77,Peak,0.05,31
6174,S20,1075,Truck,565,0.52,Normal,0.19,28
6175,S25,1530,Truck,2493,0.8,Peak,0.32,42
6176,S27,1385,Air,4955,0.87,Peak,0.49,83
6177,S34,1511,Train,2721,0.12,Peak,0.17,29
6178,S40,1665,Air,1075,0.35,Normal,0.33,90
6179,S9,408,Truck,4695,0.73,Normal,0.57,20
6180,S6,1452,Air,2947,0.35,Monsoon,0.35,82
6181,S31,949,Ship,609,0.54,Peak,0.52,21
6182,S39,1882,Air,4054,0.13,Peak,0.09,98
6183,S41,1424,Ship,2828,0.66,Normal,0.08,19
6184,S37,1310,Train,3604,0.73,Normal,0.4,29
6185,S18,1605,Truck,2043,0.65,Peak,0.16,39
6186,S42,1189,Train,612,0.29,Normal,0.29,21
6187,S50,393,Ship,3117,0.25,Peak,0.17,11
6188,S19,1611,Air,2329,0.26,Normal,0.03,85
6189,S3,381,Ship,4847,0.77,Monsoon,0.02,13
6190,S9,286,Air,712,0.56,Peak,0.15,23
6191,S47,401,Train,948,0.67,Normal,0.19,13
6192,S32,757,Truck,1921,0.13,Normal,0.24,20
6193,S20,1060,Train,2095,0.44,Peak,0.24,24
6194,S1,1140,Ship,3217,0.11,Normal,0.08,15
6195,S6,320,Air,435,0.26,Monsoon,0.3,25
6196,S32,55,Train,1410,0.3,Normal,0.52,9
6197,S23,1584,Truck,3848,0.47,Monsoon,0.33,43
6198,S37,601,Train,960,0.18,Normal,0.47,17
6199,S4,878,Air,2317,0.79,Peak,0.4,55
6200,S40,1109,Ship,2987,0.96,Monsoon,0.07,22
6201,S20,45,Train,4293,0.13,Peak,0.24,8
6202,S15,1756,Ship,2610,0.27,Peak,0.16,23
6203,S11,366,Train,1905,0.52,Normal,0.49,14
6204,S2,256,Air,4557,0.83,Peak,0.31,25
6205,S32,1870,Train,2480,0.54,Normal,0.33,37
6206,S32,1980,Air,4261,0.72,Monsoon,0.4,113
6207,S11,1494,Train,3165,0.12,Monsoon,0.31,32
6208,S27,1177,Ship,3875,0.17,Monsoon,0.51,21
6209,S22,449,Truck,500,0.33,Monsoon,0.16,16
6210,S33,303,Air,1931,0.65,Monsoon,0.19,25
6211,S11,1533,Ship,2793,0.43,Monsoon,0.02,22
6212,S32,40,Train,1267,0.15,Normal,0.52,11
6213,S9,509,Air,3198,0.17,Monsoon,0.2,33
6214,S26,447,Truck,4101,0.73,Normal,0.01,14
6215,S28,1744,Truck,2505,0.33,Normal,0.23,39
6216,S24,1851,Truck,1827,0.42,Peak,0.01,45
6217,S7,606,Truck,2477,0.43,Peak,0.23,22
6218,S11,393,Truck,3076,0.34,Peak,0.56,22
6219,S43,700,Truck,2701,0.12,Peak,0.17,19
6220,S16,409,Air,2506,0.11,Monsoon,0.19,28
6221,S38,830,Air,627,0.24,Peak,0.35,50
6222,S44,1851,Train,1903,0.28,Peak,0.44,40
6223,S42,958,Train,2090,0.98,Normal,0.45,27
6224,S5,113,Truck,2533,0.69,Monsoon,0.27,13
6225,S17,85,Truck,2427,0.3,Normal,0.55,12
6226,S23,275,Air,4408,0.35,Peak,0.42,22
6227,S7,1891,Air,694,0.25,Monsoon,0.04,102
6228,S22,349,Train,1208,0.74,Peak,0.34,16
6229,S50,1766,Ship,4443,0.92,Normal,0.38,28
6230,S23,1678,Train,2642,0.88,Monsoon,0.12,35
6231,S37,1222,Train,3158,0.34,Normal,0.1,23
6232,S25,802,Ship,1532,0.94,Monsoon,0.22,21
6233,S27,1977,Truck,1727,0.81,Normal,0.24,46
6234,S22,1720,Train,1135,0.86,Monsoon,0.19,37
6235,S6,1284,Train,3472,0.43,Monsoon,0.17,27
6236,S9,38,Truck,3073,0.61,Monsoon,0.34,11
6237,S8,382,Truck,1258,0.66,Peak,0.47,19
6238,S43,660,Air,4226,0.38,Monsoon,0.17,40
6239,S14,1498,Train,1151,0.55,Normal,0.37,32
6240,S12,1312,Air,4489,0.24,Monsoon,0.41,77
6241,S8,375,Train,1546,0.69,Peak,0.29,16
6242,S1,664,Train,573,0.85,Peak,0.31,23
6243,S17,1162,Train,4213,0.22,Normal,0.49,25
6244,S36,1522,Truck,2510,0.36,Monsoon,0.51,43
6245,S36,413,Ship,4766,0.22,Monsoon,0.12,10
6246,S42,819,Air,4409,0.87,Monsoon,0.56,56
6247,S6,1562,Ship,3640,0.69,Monsoon,0.29,27
6248,S8,481,Truck,472,0.19,Normal,0.38,17
6249,S43,603,Air,3539,0.52,Monsoon,0.08,38
6250,S18,1099,Train,4701,0.44,Monsoon,0.0,23
6251,S19,1687,Ship,1251,0.7,Monsoon,0.25,30
6252,S30,390,Truck,971,0.66,Peak,0.11,16
6253,S1,432,Train,1864,0.69,Normal,0.17,13
6254,S8,745,Air,1251,0.3,Peak,0.35,46
6255,S14,703,Train,3605,0.14,Monsoon,0.31,20
6256,S14,235,Air,1111,0.86,Monsoon,0.57,29
6257,S3,617,Ship,1296,0.21,Peak,0.48,16
6258,S50,1537,Truck,2555,0.29,Normal,0.26,39
6259,S38,1601,Ship,1263,0.17,Peak,0.12,22
6260,S36,521,Ship,453,0.31,Peak,0.22,13
6261,S28,1078,Train,1852,0.92,Monsoon,0.58,33
6262,S24,1818,Truck,191,0.38,Peak,0.28,44
6263,S19,996,Ship,3865,0.54,Normal,0.18,16
6264,S32,1587,Truck,3056,0.73,Peak,0.55,45
6265,S50,1738,Train,1232,0.19,Normal,0.08,29
6266,S42,318,Train,561,0.88,Normal,0.11,11
6267,S38,899,Air,537,0.56,Monsoon,0.45,58
6268,S31,1395,Ship,3654,0.86,Peak,0.43,26
6269,S36,1501,Train,265,0.14,Peak,0.47,32
6270,S22,605,Air,2969,0.87,Normal,0.59,41
6271,S44,1416,Truck,493,0.99,Normal,0.19,36
6272,S42,1626,Air,2625,0.66,Normal,0.29,89
6273,S48,516,Air,2695,0.12,Peak,0.01,31
6274,S23,179,Ship,410,0.33,Peak,0.1,9
6275,S47,1408,Ship,364,0.5,Normal,0.59,25
6276,S33,1251,Truck,4465,0.53,Peak,0.19,35
6277,S43,1710,Air,2593,0.19,Normal,0.35,93
6278,S46,777,Truck,3322,0.26,Normal,0.58,26
6279,S35,86,Air,2289,0.53,Peak,0.45,16
6280,S14,589,Ship,3341,0.91,Peak,0.24,17
6281,S23,244,Air,3686,0.61,Peak,0.05,19
6282,S4,769,Air,1557,0.7,Monsoon,0.31,51
6283,S7,672,Truck,1951,0.48,Monsoon,0.01,21
6284,S44,1999,Air,4664,0.27,Peak,0.25,108
6285,S29,1439,Train,4893,0.13,Normal,0.07,25
6286,S49,354,Truck,4622,0.52,Monsoon,0.01,15
6287,S11,236,Air,368,0.65,Monsoon,0.1,22
6288,S47,86,Train,2101,0.8,Monsoon,0.42,14
6289,S45,796,Ship,4871,0.12,Normal,0.38,13
6290,S41,1035,Air,3111,0.53,Peak,0.54,63
6291,S39,1684,Ship,2420,0.82,Normal,0.41,28
6292,S25,147,Train,898,0.42,Normal,0.25,8
6293,S43,1325,Air,1125,0.89,Monsoon,0.19,77
6294,S29,484,Truck,1557,0.42,Peak,0.12,17
6295,S27,154,Air,4693,0.36,Monsoon,0.14,15
6296,S9,503,Train,4131,0.19,Monsoon,0.12,14
6297,S25,1150,Ship,3016,0.78,Normal,0.13,19
6298,S3,359,Ship,3239,0.81,Monsoon,0.48,15
6299,S48,1484,Train,1048,0.28,Peak,0.02,27
6300,S36,621,Ship,105,0.92,Monsoon,0.36,20
6301,S9,1930,Truck,2488,0.13,Monsoon,0.53,50
6302,S17,628,Truck,144,0.21,Peak,0.04,18
6303,S48,444,Train,2924,0.82,Monsoon,0.34,19
6304,S33,719,Train,3675,0.33,Normal,0.36,18
6305,S29,535,Ship,2489,0.28,Peak,0.04,10
6306,S49,1606,Train,1251,0.3,Normal,0.47,33
6307,S47,1945,Train,4781,0.79,Normal,0.12,34
6308,S29,1990,Air,2110,0.77,Monsoon,0.39,111
6309,S14,756,Train,1925,0.46,Normal,0.05,15
6310,S38,1699,Train,2160,0.31,Normal,0.26,32
6311,S21,1120,Ship,3046,0.89,Normal,0.05,18
6312,S27,996,Truck,897,0.16,Normal,0.02,21
6313,S15,1699,Ship,3354,0.25,Normal,0.16,24
6314,S50,1135,Ship,4096,0.95,Monsoon,0.34,24
6315,S30,869,Ship,1071,0.95,Monsoon,0.23,21
6316,S42,1825,Train,1967,0.77,Monsoon,0.13,36
6317,S34,973,Ship,1543,0.99,Normal,0.33,21
6318,S42,218,Air,2752,1.0,Monsoon,0.09,20
6319,S4,995,Train,3003,0.55,Peak,0.37,26
6320,S38,1604,Ship,2323,0.14,Peak,0.14,24
6321,S13,1139,Train,305,0.7,Peak,0.53,28
6322,S5,1378,Truck,4110,0.2,Normal,0.02,31
6323,S13,1378,Truck,1511,0.68,Monsoon,0.07,36
6324,S48,325,Air,4127,0.18,Normal,0.18,21
6325,S13,1596,Ship,1064,0.53,Monsoon,0.16,26
6326,S40,1985,Ship,1761,0.72,Monsoon,0.16,31
6327,S9,1671,Air,3155,0.5,Normal,0.17,90
6328,S19,1731,Ship,3149,0.11,Monsoon,0.02,23
6329,S32,1053,Truck,4717,0.15,Peak,0.4,31
6330,S12,1460,Air,1532,0.84,Monsoon,0.54,87
6331,S39,54,Train,2063,0.83,Monsoon,0.45,12
6332,S49,1798,Truck,4470,0.45,Monsoon,0.34,45
6333,S43,880,Truck,1999,0.51,Monsoon,0.51,30
6334,S41,1884,Truck,3354,0.98,Normal,0.46,49
6335,S50,883,Truck,2834,0.59,Peak,0.19,28
6336,S33,1176,Train,830,0.47,Normal,0.22,25
6337,S47,1219,Ship,1360,0.7,Monsoon,0.36,26
6338,S13,1551,Ship,538,0.38,Monsoon,0.56,29
6339,S16,1839,Air,3932,0.78,Normal,0.32,101
6340,S13,934,Train,794,0.44,Monsoon,0.02,23
6341,S17,208,Truck,3394,0.69,Monsoon,0.29,15
6342,S49,803,Truck,4800,0.45,Monsoon,0.47,27
6343,S17,1877,Train,1279,0.84,Normal,0.06,35
6344,S48,1525,Truck,1623,0.16,Peak,0.45,40
6345,S32,1286,Ship,3069,0.59,Monsoon,0.36,24
6346,S6,657,Air,3750,0.68,Monsoon,0.55,47
6347,S29,289,Truck,461,0.18,Monsoon,0.57,19
6348,S17,591,Air,1631,0.1,Peak,0.36,37
6349,S1,1466,Train,4641,0.65,Monsoon,0.59,36
6350,S38,682,Train,1175,0.72,Monsoon,0.14,19
6351,S21,1915,Air,3937,0.16,Monsoon,0.38,105
6352,S46,1735,Train,3297,0.37,Monsoon,0.57,39
6353,S37,1892,Ship,528,0.61,Peak,0.58,32
6354,S5,1715,Train,1875,0.38,Normal,0.42,34
6355,S18,952,Air,3158,0.86,Peak,0.39,59
6356,S38,1951,Air,3036,0.5,Peak,0.23,106
6357,S14,189,Air,416,0.47,Peak,0.21,17
6358,S19,1034,Train,437,0.54,Normal,0.51,25
6359,S21,737,Train,487,0.25,Monsoon,0.01,15
6360,S2,1425,Ship,4101,0.19,Normal,0.48,23
6361,S3,828,Air,2636,0.58,Monsoon,0.21,50
6362,S48,1350,Train,1591,0.92,Peak,0.56,35
6363,S31,1302,Truck,1866,0.2,Monsoon,0.47,37
6364,S11,1379,Truck,850,0.44,Normal,0.13,34
6365,S6,356,Truck,4733,0.36,Peak,0.36,18
6366,S16,1858,Train,174,0.6,Peak,0.02,36
6367,S30,540,Air,3615,0.86,Monsoon,0.44,42
6368,S18,1411,Truck,1606,0.91,Monsoon,0.16,39
6369,S42,216,Air,4521,0.92,Monsoon,0.5,25
6370,S35,83,Ship,234,0.24,Peak,0.41,11
6371,S33,454,Air,4912,0.58,Monsoon,0.56,38
6372,S1,620,Air,2432,0.53,Monsoon,0.25,41
6373,S4,1114,Truck,117,0.5,Peak,0.06,29
6374,S31,536,Train,4823,0.18,Monsoon,0.04,13
6375,S2,1941,Air,3238,0.54,Peak,0.25,106
6376,S41,1716,Ship,933,0.16,Monsoon,0.48,27
6377,S11,1599,Truck,1057,0.98,Monsoon,0.02,43
6378,S20,386,Truck,4547,0.14,Monsoon,0.57,18
6379,S22,908,Truck,2114,0.23,Peak,0.19,24
6380,S41,1957,Air,1531,0.19,Normal,0.49,105
6381,S41,763,Ship,1567,0.27,Peak,0.58,19
6382,S31,1312,Train,1531,0.99,Normal,0.04,27
6383,S33,352,Air,2525,0.86,Normal,0.26,28
6384,S29,307,Truck,4266,0.31,Monsoon,0.18,15
6385,S45,459,Train,4558,0.92,Monsoon,0.31,19
6386,S40,319,Truck,2213,0.99,Monsoon,0.23,20
6387,S8,269,Train,591,0.11,Normal,0.12,8
6388,S13,1432,Truck,2812,0.39,Normal,0.44,37
6389,S17,989,Train,440,0.61,Peak,0.11,23
6390,S15,1360,Train,168,0.74,Monsoon,0.19,30
6391,S32,1174,Air,2472,0.92,Normal,0.5,71
6392,S44,46,Ship,4271,0.6,Peak,0.02,9
6393,S2,317,Ship,1360,0.49,Normal,0.45,13
6394,S38,1546,Ship,2959,0.87,Peak,0.41,26
6395,S20,1004,Air,2682,0.74,Normal,0.46,60
6396,S3,1372,Truck,1690,0.87,Peak,0.57,42
6397,S27,252,Truck,2534,0.83,Peak,0.02,13
6398,S40,1209,Air,4929,0.72,Peak,0.32,73
6399,S21,1827,Air,4220,0.99,Normal,0.01,98
6400,S39,1096,Truck,4479,0.83,Monsoon,0.48,37
6401,S33,1559,Train,3298,0.63,Peak,0.34,35
6402,S23,575,Train,2898,0.85,Monsoon,0.3,21
6403,S37,1375,Truck,3937,0.69,Monsoon,0.11,37
6404,S19,1124,Air,2513,0.6,Normal,0.39,65
6405,S23,605,Truck,2987,0.94,Monsoon,0.21,23
6406,S21,1241,Air,900,0.97,Peak,0.22,74
6407,S14,170,Truck,1398,0.82,Monsoon,0.53,18
6408,S24,1490,Train,2724,0.47,Normal,0.41,30
6409,S34,1267,Truck,3706,0.73,Monsoon,0.32,38
6410,S2,776,Train,3412,0.26,Peak,0.51,21
6411,S48,1195,Ship,1130,0.92,Normal,0.05,18
6412,S48,1777,Ship,4458,0.7,Peak,0.2,26
6413,S2,35,Ship,1269,0.12,Monsoon,0.27,9
6414,S15,218,Ship,3013,0.17,Peak,0.46,11
6415,S22,1500,Air,545,0.53,Peak,0.22,85
6416,S18,1222,Truck,4039,0.59,Peak,0.44,35
6417,S12,1257,Truck,1474,0.26,Monsoon,0.12,32
6418,S4,715,Truck,3181,0.9,Peak,0.25,25
6419,S12,255,Truck,1503,0.11,Peak,0.4,14
6420,S2,425,Air,2416,0.57,Monsoon,0.5,35
6421,S30,954,Train,231,0.71,Normal,0.52,25
6422,S1,253,Train,4899,0.94,Monsoon,0.17,15
6423,S20,826,Ship,4576,0.25,Peak,0.53,19
6424,S21,1421,Ship,503,0.77,Peak,0.21,24
6425,S30,940,Train,220,0.98,Peak,0.52,28
6426,S8,1359,Ship,3412,0.23,Monsoon,0.12,22
6427,S8,1734,Ship,107,0.97,Peak,0.13,29
6428,S25,855,Truck,449,0.16,Normal,0.58,26
6429,S34,798,Train,1465,0.48,Normal,0.39,20
6430,S37,660,Air,932,0.86,Normal,0.39,42
6431,S9,1502,Truck,476,0.52,Normal,0.5,39
6432,S45,1569,Air,4891,0.51,Monsoon,0.5,92
6433,S40,324,Ship,1213,0.56,Monsoon,0.32,14
6434,S28,1569,Air,4183,0.4,Monsoon,0.29,87
6435,S17,97,Ship,2163,0.93,Monsoon,0.25,13
6436,S5,1783,Truck,1543,0.11,Monsoon,0.55,48
6437,S24,821,Truck,3053,0.83,Normal,0.46,27
6438,S50,1909,Truck,3038,0.81,Peak,0.07,47
